,RB1,CDH1,PTEN,BRCA2,CDKN2A,TP53,CTNNB1,CCNE1,CCND1,CDH2,CDH3,ERBB2,ERBB3
TCGA-BH-A0B3-01,-0.19014,-0.6854100000000001,-0.11585,0.0052119,0.82436,0.41248999999999997,-0.57981,-0.27542,-0.021103,-0.19147,0.31435,-0.45593,-0.32602
TCGA-BH-A0B4-01,0.08986799999999999,-0.09046699999999999,-0.041245,0.05324400000000001,-0.022205000000000003,-0.09446900000000001,-1.168,-0.8167300000000001,0.40589000000000003,0.088522,-0.24666,0.30488000000000004,0.31944
TCGA-BH-A0B5-01,0.37176,-2.3102,0.19996,-0.014621,-1.2726,0.1038,-1.4219,-0.80501,0.46979,0.70319,0.27778,-0.53364,0.54218
TCGA-BH-A0B6-01,0.0010952,-0.05969,0.35401,-0.11338,0.077348,0.036775,-0.2125,-0.85239,0.027622000000000004,0.12574000000000002,-0.071042,-0.55838,0.17237
TCGA-BH-A0B7-01,-0.10151,0.09010800000000001,0.51641,0.23023000000000002,-0.29536,-0.1392,-0.5979899999999999,-0.77613,0.079539,-0.20417000000000002,0.13101,3.3806,-0.10639000000000001
TCGA-BH-A0B9-01,-0.31624,0.044161,0.69812,-0.10201,1.3981,0.72815,0.09247000000000001,-0.055267,-0.17853,-0.57438,0.18185,-0.62437,-0.06191699999999999
TCGA-BH-A0BA-01,0.45707,-0.2747,-0.027341000000000004,0.21243,-1.6128,-0.45676000000000005,-0.58434,-0.76103,0.38911999999999997,0.6110800000000001,0.015892,-0.038669,0.35949000000000003
TCGA-BH-A0BC-01,0.19095,-0.58295,0.41438,0.047255,-0.006328,-0.32588,-0.81758,-1.1351,0.29135,-0.16954,-0.10603,-0.56253,0.70475
TCGA-BH-A0BF-01,-0.14956,-0.20359000000000002,0.27625,0.029069,-0.63073,0.19842,-0.27248,-0.6261800000000001,-0.13213,0.14415,0.027341000000000004,-0.31909,0.35647
TCGA-BH-A0BJ-01,-0.22224000000000002,0.8746700000000001,0.15531,0.34391,0.15284,-0.5778399999999999,-0.21372,-0.55492,0.21761999999999998,-0.24525,-0.17398,0.020262,0.10617
TCGA-BH-A0BM-01,0.13881,0.26237,0.20588,0.047793,1.1239,-0.12588,0.010931999999999999,-0.8930899999999999,0.18915,0.014457,-0.089156,0.37459000000000003,1.7942
TCGA-BH-A0BO-01,0.28722,-0.39954,0.41878000000000004,-0.40593,0.14653,-1.3881,-0.22405,-0.795,0.21436,0.15011,0.06265,-0.09705,0.79581
TCGA-BH-A0BP-01,0.11107,-0.15299000000000001,0.5303,-0.54251,-0.3281,-1.7235,-0.281,-0.39315,0.36556,0.48741999999999996,0.12220999999999999,-0.54032,1.1595
TCGA-BH-A0BQ-01,-0.12568,0.75043,-0.13621,0.12347999999999999,0.07558200000000001,0.15353,-0.33234,-0.84798,0.14351,0.13874,0.14848,0.8800899999999999,-0.07088
TCGA-BH-A0BR-01,0.015745,-0.52851,0.62541,-0.23008,1.0352,-0.26937,-0.3699,1.0754,-0.13957999999999998,0.3233,0.084578,-0.34164,0.34171
TCGA-BH-A0BS-01,-0.10009,0.8172699999999999,0.80357,-0.049203,-0.59042,-0.14282,0.28607,-0.89233,-0.034553,-0.45368,0.068561,1.5421,0.19268
TCGA-BH-A0BV-01,-0.15871,0.030597000000000003,0.61951,-0.10252,0.87769,-0.060999,-0.14513,-0.79446,0.33251,-0.24939,-0.12997999999999998,0.22812,0.81808
TCGA-BH-A0BW-01,-0.26189,0.011334,-0.27043,0.11800999999999999,-0.73164,-0.22364,-0.29704,-0.20594,-0.09845,-0.11667000000000001,0.23408,-0.26271,-0.66645
TCGA-BH-A0BZ-01,-0.12457,0.56897,0.43995,-0.22364,0.50939,-0.12193,-0.45111,-0.8244299999999999,0.15194000000000002,-0.12858,0.011643,-0.10874,0.2357
TCGA-BH-A0C0-01,-0.07907,-0.23967,-0.2927,-0.1075,-0.42436999999999997,-0.097504,-1.1272,-0.91895,0.08909,-0.23798000000000002,-0.04283,0.72287,0.3146
TCGA-BH-A0C1-01,0.8674299999999999,-1.4162,-0.72126,0.4517,-1.1253,0.36124,-1.5031,-0.7144699999999999,0.6644899999999999,1.3235,-0.12837,-0.27254,0.87631
TCGA-BH-A0C3-01,-0.012038,-0.8108,0.59055,-0.1578,-0.24979,-0.082587,-1.1864,-0.80233,0.77085,-0.083085,-0.13476,0.20074,0.050076
TCGA-BH-A0C7-01,-0.11338,0.45948,-0.11320999999999999,0.07445800000000001,0.55608,-0.015979,-0.62224,-0.14637,-0.033986,-0.086285,-0.10474000000000001,0.063284,0.023227
TCGA-BH-A0DD-01,-0.12308,0.12090999999999999,0.64707,0.044074,0.12197000000000001,-0.15711,-0.30871,-0.7410399999999999,0.50562,-0.40625,-0.020938,1.9788,0.7422
TCGA-BH-A0DG-01,0.28079,-0.11965,0.30601,-0.0088255,-0.48818,-0.2427,-0.6201399999999999,-1.1004,0.42231,0.22263000000000002,-0.0041381,-0.39377,1.0288
TCGA-BH-A0DH-01,-0.0031986000000000002,0.46942,0.45779,-0.13731,0.38755,-0.44514,-0.66414,-1.0655,0.12064000000000001,-0.12197999999999999,-0.062371,0.23346999999999998,0.8663299999999999
TCGA-BH-A0DI-01,-0.016965,0.72088,0.039076,0.10485,0.60275,0.013531999999999999,0.24946999999999997,-0.82084,0.067069,0.38461999999999996,-0.011526,0.092443,0.43528999999999995
TCGA-BH-A0DK-01,-0.076809,-0.16219,0.75778,-0.12585,0.10654000000000001,-0.035615,-0.7025100000000001,-0.69911,-0.0078931,-0.065732,0.11785999999999999,-0.30311,0.42668
TCGA-BH-A0DL-01,-0.11413,0.8978799999999999,0.6572,-0.035156,-0.53167,0.15402000000000002,1.0619,-0.6898,0.074706,-0.20231,0.24764,-0.62632,-0.19646
TCGA-BH-A0DP-01,0.36311,-3.3764,0.23743000000000003,0.059382000000000004,0.038299,-0.53378,-1.3097,-0.50453,0.31776,0.45987,0.1281,-1.0004,0.60211
TCGA-BH-A0DS-01,-0.0015626,-0.9773799999999999,0.15788,0.00067625,0.045545,-0.37434,-0.80113,-0.8841700000000001,0.016031999999999998,0.28865999999999997,-0.026646,0.20424,0.72619
TCGA-BH-A0DT-01,-0.065416,0.27514,0.24716999999999997,0.17673,0.058284,-0.34,0.022868,-0.9095700000000001,0.09592300000000001,-0.27963000000000005,-0.036944,0.18918,0.5978600000000001
TCGA-BH-A0DV-01,0.6123,-0.40163000000000004,0.042342000000000005,0.1356,-0.40281999999999996,-0.15983,-0.6601899999999999,-0.98219,0.38414,0.42431,0.0093818,0.33912,2.9303
TCGA-BH-A0E0-01,-0.15636,0.14628,0.43008,-0.010399,0.7149300000000001,0.6310899999999999,-0.40071,0.54929,-0.19967000000000001,-0.35602,0.30758,0.076836,0.51322
TCGA-BH-A0E1-01,0.24894000000000002,-0.22843000000000002,0.026812,0.1912,-0.7810699999999999,0.10450999999999999,-0.54785,-0.73088,0.37018,0.45043,0.13555999999999999,-0.50921,0.56791
TCGA-BH-A0E2-01,0.0086109,-0.34031,-0.29527,0.15528,-0.071167,0.082059,-0.8474299999999999,-0.38659,0.076977,0.14028,-0.03307,-0.14784,0.46851000000000004
TCGA-BH-A0E6-01,-0.17386,-0.53796,0.5000600000000001,-0.64403,1.6263,-1.3569,-0.38902,0.013290999999999999,0.14384,0.022541,0.62033,-0.38361,0.2034
TCGA-BH-A0E7-01,-0.25276,0.8476,0.57858,-0.077847,0.09026,-0.18617999999999998,0.048325,-0.8479,0.06716799999999999,-0.5585399999999999,-0.067027,0.37886,-0.099289
TCGA-BH-A0E9-01,0.15125,-1.2516,0.16552999999999998,-0.06672,0.43296,-0.14585,-0.78955,-0.76295,0.28488,0.09477200000000001,-0.036112,0.12178,-0.073424
TCGA-BH-A0EA-01,0.26393,-0.32161999999999996,0.32032,-0.08429299999999999,0.60327,-0.78047,-0.2429,-0.8470799999999999,0.19977,0.16395,-0.19182000000000002,-0.0037201,0.69963
TCGA-BH-A0EE-01,-0.09100499999999999,0.10042000000000001,0.409,0.12301,1.4083,0.029545,-0.25590999999999997,-0.52741,0.00055198,0.13855,0.0099536,2.1956,-0.27967
TCGA-BH-A0EI-01,0.16727,-1.0835,0.3894,0.030037,0.6459999999999999,-0.0017094,-0.81297,-0.81981,0.28009,0.17834,-0.091093,-0.098099,0.50849
TCGA-BH-A0GY-01,0.2084,-0.17079,0.2039,-0.12868,0.48051000000000005,-0.37264,-0.61475,-0.53374,0.31928,0.16806,0.099152,-0.19985,0.41502
TCGA-BH-A0H5-01,-0.075705,0.1162,0.17597000000000002,0.019025999999999998,-0.53475,-0.57902,-0.28972,-0.76495,0.097493,-0.25895,0.034473000000000004,-0.06461599999999999,-0.020955
TCGA-BH-A0H6-01,0.35579,-0.54977,0.71901,-0.20847,-0.52383,-1.3787,-0.66557,-0.7194699999999999,0.47115,0.5453399999999999,0.10292000000000001,-0.8731399999999999,0.3368
TCGA-BH-A0H7-01,0.9605,-0.59038,-0.34823000000000004,0.010965,-0.18995,-0.0011802,-1.3588,-0.7316,0.56775,0.56247,0.59096,-0.71732,0.26461999999999997
TCGA-BH-A0H9-01,0.0020936999999999996,0.47628000000000004,0.18972999999999998,-0.1222,-0.20753000000000002,-0.41641999999999996,0.2695,-0.5199,0.074545,-0.41476,-0.06972,-0.054907000000000004,0.53461
TCGA-BH-A0HA-01,0.078,0.6755800000000001,0.27425,0.18118,0.37009000000000003,-0.0042145,-0.30007,-0.76199,0.27679000000000004,-0.01409,0.049743,-0.12566,-0.15642
TCGA-BH-A0HK-01,-0.065137,-1.5539,0.31598000000000004,0.061271000000000006,-0.88965,-0.24572,-1.6155,-0.94575,0.19537000000000002,-0.2585,-0.19635,0.47322,0.21041999999999997
TCGA-BH-A0HP-01,0.31114,-2.2513,0.12442,-0.50581,-0.49404,-1.2515,-1.2237,-0.91775,0.26439,-0.11882000000000001,0.14749,-0.36567,0.1029
TCGA-BH-A0HU-01,-0.19180999999999998,0.72782,0.28441,0.18929,1.3102,-0.21251,0.021791,0.012793,-0.14411,-0.56813,-0.074962,0.74678,0.49727
TCGA-BH-A0HW-01,-0.09199199999999999,1.57,0.29129,0.0010574999999999998,0.22593000000000002,-0.078576,0.76495,-0.78565,0.42888999999999994,-0.25632,-0.18077000000000001,1.1578,0.10062
TCGA-BH-A0HX-01,0.014524,0.38594,0.33679000000000003,0.027939999999999996,0.92594,-0.20638,-0.17326,-0.55167,0.4267,-0.36022,-0.073257,0.30523,0.27912
TCGA-BH-A0HY-01,0.5611,-0.2417,-0.67694,0.26936,0.0743,0.154,-1.0259,-0.8466899999999999,0.5938,0.84116,-0.024858,1.1818,0.67503
TCGA-BH-A0RX-01,0.54815,-0.64723,-0.24711999999999998,0.054194000000000006,-0.9372299999999999,0.37468,-1.3124,-0.80618,0.66581,0.94163,0.44011999999999996,-0.8878299999999999,-0.31301
TCGA-BH-A0W4-01,-0.1001,0.60598,0.25211999999999996,0.12315,0.81952,-0.20096,0.16502,-0.7722600000000001,-0.010419,-0.27174,-0.047439999999999996,0.058434,-0.090805
TCGA-BH-A0W5-01,-0.058944,-0.17785,0.24981,-0.22455999999999998,0.6248600000000001,-0.22566,-0.22505,-0.9188,0.08508099999999999,-0.35453,-0.10300999999999999,-0.006413299999999999,0.86834
TCGA-BH-A18F-01,-0.14465,-3.1663,0.63349,-0.24370999999999998,0.56297,-0.34945,-0.63788,-0.8463700000000001,0.22382,-0.016863999999999997,0.013636,-0.29454,0.30254000000000003
TCGA-BH-A18G-01,-0.073172,0.023153999999999997,0.5936899999999999,-0.1449,-0.20859,-0.37001999999999996,0.35485,-0.8717299999999999,0.085631,0.21527,-0.097653,-0.64856,0.39054
TCGA-BH-A18H-01,-0.1299,-0.6072,0.05108,0.04846,-0.33453,0.13814,-0.85367,-0.84934,-0.21674000000000002,0.018286,-0.02866,-0.89184,-0.36845
TCGA-BH-A18J-01,0.21334,-0.86121,0.78368,0.099454,0.31192,0.044855,-0.72142,-1.1238,0.32237,0.43165,-0.1026,-0.45875,0.21744000000000002
TCGA-BH-A18L-01,0.14132,-0.19994,-0.060578,0.058217,0.10289000000000001,0.23531,-1.0424,-0.9952700000000001,0.12194,0.53582,0.0019984,0.42108,0.35151
TCGA-BH-A18M-01,0.013267,-0.37972,0.31567,0.030351999999999997,-0.22374000000000002,-0.68199,-0.53184,-0.7256,0.16103,-0.31693000000000005,0.061536,-0.41465,0.28617
TCGA-BH-A18N-01,-0.14355,0.43454,0.077498,0.30246,-0.040258999999999996,-0.077688,-0.0349,-0.86162,0.1118,-0.17307,-0.10359000000000002,0.39150999999999997,-0.048374
TCGA-BH-A18P-01,0.10537,-3.4109,0.93952,-0.248,-0.11894,-0.48136999999999996,-1.156,-0.7853399999999999,0.18435,-0.08193099999999999,-0.26399,0.70033,1.1447
TCGA-BH-A18Q-01,-0.24265,0.32800999999999997,0.22853,0.045711,1.5116,-0.20464000000000002,0.12103,-0.43931000000000003,-0.1474,-0.51584,0.17887,-0.092408,-0.060588
TCGA-BH-A18R-01,-0.063746,0.53776,0.45593999999999996,0.18747,0.5445399999999999,-0.047429,-0.25085999999999997,0.48676,0.22849,-0.29241999999999996,-0.17385,2.2956,-0.36625
TCGA-BH-A18S-01,-0.30123,1.0607,0.62843,-0.11166,-0.35181999999999997,-0.24163,0.30527,-0.96098,0.047002999999999996,-0.27876999999999996,-0.23729,1.1341,-0.059244000000000005
TCGA-BH-A18T-01,0.055267,-1.0035,-0.74359,-0.025244,1.2115,0.28807,-1.0192,0.3495,0.25701,0.098781,0.13395,0.0731,0.55203
TCGA-BH-A18U-01,0.48265,-1.8912,0.30401,-0.98183,0.72177,-1.2352,-0.8709,-0.31016,0.45048999999999995,1.02,0.3457,1.1341,0.090138
TCGA-BH-A18V-01,0.26215,0.70619,0.47672,0.030721,-1.4005,-0.40388,0.96536,-0.58619,0.37122,0.11366,-0.1242,0.22487,-0.20836
TCGA-BH-A1EN-01,-0.038475,0.18391,0.11522,-0.078202,-0.55432,-0.1156,-1.1443,-0.56217,0.16402,-0.12859,0.27937,3.5792,0.12164000000000001
TCGA-BH-A1EO-01,-0.13762,0.13828,-2.4267,-0.40763,0.7133,0.1028,0.12393,-0.53135,-0.048791,-0.14855,0.04557,-0.29534,-0.26949
TCGA-BH-A1ET-01,-0.093162,1.1003,1.0211,-0.061126,0.018746000000000002,-0.43086,0.8760100000000001,-1.1343,-0.13237000000000002,-0.13940999999999998,0.039215,0.79443,0.50057
TCGA-BH-A1EU-01,-0.17833,0.8735799999999999,0.49878999999999996,-0.048916,0.83139,-0.15134,0.51432,-0.9229700000000001,0.004756399999999999,-0.23294,-0.37914000000000003,0.16280999999999998,0.25122
TCGA-BH-A1EV-01,0.035658999999999996,-0.020559,0.24965,-0.25844,-0.16192,-0.39907,0.248,-1.033,0.3111,0.13128,-0.40517,2.9157,0.8238200000000001
TCGA-BH-A1EW-01,-0.16935999999999998,-0.61279,-0.25656999999999996,-0.058548,0.6634899999999999,-0.95463,-0.75848,-0.75266,0.47833000000000003,0.048722,0.41976,0.030636,-0.059163
TCGA-BH-A1EX-01,0.1123,0.11667000000000001,-0.39478,-0.38056,-0.08445,-0.062196,-0.25891,-0.9217299999999999,0.4985,0.079972,-0.21568,0.74427,0.19127
TCGA-BH-A1EY-01,-0.001503,-0.7096399999999999,0.20583,-0.24629,-0.38774000000000003,-0.077177,0.10715999999999999,-0.74478,0.67585,0.5082399999999999,-0.13796,0.57476,-0.26056999999999997
TCGA-BH-A1F0-01,0.20501,-0.09888,0.43516000000000005,-0.10067000000000001,-0.1412,-0.5071899999999999,0.46878000000000003,-0.49166000000000004,-0.28448,-0.25454,-0.0038579,0.39026,0.013030000000000002
TCGA-BH-A1F2-01,-0.050289999999999994,0.11560999999999999,0.12012,0.085597,0.78092,0.011023,-0.18914,-0.8458100000000001,0.12369000000000001,-0.025394999999999997,-0.10011,2.6574,0.31428
TCGA-BH-A1F5-01,-0.070472,0.88146,0.23829,0.053715,-0.40764,-0.40886,0.93691,-0.58016,0.11339,-0.5336,-0.42052,1.044,0.92209
TCGA-BH-A1F6-01,-0.0094001,-0.3298,-0.67862,0.10915,1.1415,0.14647000000000002,-0.14675,0.72917,0.30630999999999997,0.24099,0.086975,-0.099591,-0.09681100000000001
TCGA-BH-A1F8-01,-0.11384000000000001,0.10697000000000001,0.05538,-0.11953,0.42801000000000006,-0.23583,-0.55993,-0.45876000000000006,-0.020744,0.0018319000000000002,-0.031398,0.55488,0.16377
TCGA-BH-A1FC-01,-0.21156999999999998,-0.27371999999999996,0.34515999999999997,0.093544,1.4118,-0.35999000000000003,-0.40574,-0.23426,-0.20614000000000002,0.019688999999999998,0.067864,-0.48303,0.06492200000000001
TCGA-BH-A1FE-01,-0.11961,-0.36333000000000004,0.21696,0.015717,0.24759,-0.014187,-0.30933,-0.7287899999999999,0.09613300000000001,0.43273,0.14854,-0.41142,-0.22109
TCGA-BH-A1FG-01,-0.18997,0.67513,-1.2233,0.27198,-0.10603,-0.35417,-0.67671,-0.8349,0.009667,-0.27283,0.029037,0.35115,0.22171
TCGA-BH-A1FH-01,0.49709,-0.16218,-0.1601,-0.017691,0.079225,0.26831,-0.33246,-0.7250800000000001,0.33448,0.71941,0.25233,-0.5208699999999999,-0.4083
TCGA-BH-A1FJ-01,0.24731,0.28015,1.0686,0.21791,-0.23415999999999998,-0.41148,0.29635,-0.68387,0.2779,0.047648,-0.38861,0.9517,1.1073
TCGA-BH-A1FL-01,0.28970999999999997,-2.0801,-0.36587,-0.09677000000000001,0.64712,-0.30098,-1.7024,-0.9609200000000001,-0.0033501999999999994,-0.11229000000000001,-0.006679200000000001,-0.052403,0.18804
TCGA-BH-A1FM-01,-0.0097346,0.46843999999999997,1.7559,-0.018297,-0.19419,-0.31833,0.045724,-0.67432,0.30389,-0.12492,-0.26484,0.5079600000000001,0.47218000000000004
TCGA-BH-A1FN-01,-0.15407,-0.24373000000000003,-0.5352899999999999,-0.029209,0.67396,0.47506000000000004,0.13337000000000002,-0.64217,0.11986,0.067707,-0.11287,0.2795,-0.45078
TCGA-BH-A1FR-01,0.089487,0.37409000000000003,0.67895,0.21698,0.062749,-0.35462,0.09263300000000001,-0.8931600000000001,-0.069148,-0.27387,-0.14287,-0.2201,0.62547
TCGA-BH-A201-01,-0.072202,0.47031000000000006,0.84925,0.05002,0.15456,-0.9093899999999999,0.8236600000000001,-0.9126299999999999,-0.026118000000000002,-0.36175,0.29318,0.26981,0.07914299999999999
TCGA-BH-A202-01,-0.034248,-0.48944,0.015493999999999999,-0.15289,0.69033,-0.13552,-0.65033,-0.60021,0.043493000000000004,-0.20454,0.039505,2.7232,0.054314
TCGA-BH-A203-01,-0.16627,-0.44511999999999996,0.30793000000000004,0.087034,-0.28419,0.95819,-0.46893999999999997,-0.5723600000000001,-0.010118,0.021908,-0.044541000000000004,-0.18029,-0.3279
TCGA-BH-A204-01,0.043393,0.6743899999999999,0.52051,-0.049837,-0.21144000000000002,-0.36684,0.29203,-0.9930899999999999,-0.042589,-0.20384000000000002,-0.12869,0.58712,0.28288
TCGA-BH-A208-01,0.0028725,-0.15327000000000002,0.24648,-0.3203,1.3122,-0.14273,0.00032843,-0.65508,0.063674,-0.019829,0.16860999999999998,0.89271,-0.26191
TCGA-BH-A209-01,-0.25521,-3.5166,0.45143,-0.0067867000000000005,-0.88912,0.20318,-1.9969999999999999,-0.89513,0.17351,-0.33866,-0.26545,-0.23049,0.64553
TCGA-BH-A28Q-01,-0.15265,-2.2357,-0.4034,0.25440999999999997,-0.22764,0.16623,-1.715,-1.103,0.17018,-0.036819,-0.18858,0.24934,0.50734
TCGA-BH-A42T-01,-0.46463999999999994,-2.9149,0.050782,-0.082859,-0.80783,-0.32289,-1.5842,-1.0235,0.051990999999999996,0.10729000000000001,0.008751299999999998,0.69311,0.46307
TCGA-BH-A42U-01,-0.24856,-1.2924,-0.62789,0.26144,-0.054589,-0.11742000000000001,-1.2185,-1.2203,0.010801999999999999,0.34274,-0.01517,-0.34601,-0.13147999999999999
TCGA-BH-A42V-01,-0.20413,0.24635,-0.27239,-0.062155999999999996,0.31592,0.092669,-0.30106,-0.9708200000000001,-0.067946,-0.068973,-0.040815,0.29085,0.40207
TCGA-C8-A12K-01,-0.18435,0.4179,0.31085,0.0041727,0.9963200000000001,0.42983999999999994,-0.15397,-0.35033000000000003,0.056932,0.019749,0.19235,-0.61658,-0.19242
TCGA-C8-A12L-01,-0.13417,0.25798000000000004,0.26083,0.037630000000000004,-0.9809700000000001,0.60142,-0.20893,-0.24126999999999998,0.37774,0.051785000000000005,0.22634,1.3935,-0.10075
TCGA-C8-A12M-01,-0.1824,0.70835,0.4089,0.30677,-0.70201,-0.086538,0.18919,-0.5859,0.47039,-0.24961,-0.22864,1.2708,-0.33113000000000004
TCGA-C8-A12N-01,0.20090999999999998,0.28886999999999996,1.041,-0.7205699999999999,1.5166,-1.048,-1.0458,-0.28303,0.11032,-0.2444,0.24173000000000003,-0.1924,0.17682
TCGA-C8-A12O-01,-0.15789,0.3258,0.33988,0.09039,0.77949,0.23892,0.10211,-0.69045,0.25825,-0.17783,-0.073029,0.12815,-0.29906
TCGA-C8-A12P-01,-0.032070999999999995,0.032083,0.23549,0.058205999999999994,0.87329,0.4177,-0.75789,-0.22580999999999998,-0.07159700000000001,0.13897,0.13407,2.0734,0.29555
TCGA-C8-A12Q-01,-0.07125,-0.26837,0.3968,-0.031145,-0.27303,-0.039837,-0.65972,-0.62971,0.23019,-0.093658,-0.13002,3.2555,0.25995999999999997
TCGA-C8-A12T-01,-0.022587,-0.31706999999999996,-0.14475,0.31688,0.013987000000000001,0.055371000000000004,-0.70954,-0.77735,0.29086999999999996,0.5219699999999999,0.058083,0.92175,-0.33952
TCGA-C8-A12U-01,-0.015212999999999999,-0.29153,0.17015999999999998,0.22981999999999997,-0.44165,0.034568,-0.96125,-0.54214,0.14633,0.13913,-0.062208000000000006,-0.40793,-0.44251999999999997
TCGA-C8-A12V-01,0.0081533,-0.11607,-0.040237,0.12476,-0.5416300000000001,0.18808,-0.097634,-0.32539,0.082038,-0.090915,0.50718,-0.77572,0.018243000000000002
TCGA-C8-A12W-01,-0.14764000000000002,0.29518,0.099239,0.10069,0.45657,0.36723,-0.31885,-0.7801899999999999,0.28897,0.42063999999999996,0.094864,-0.02074,-0.29055
TCGA-C8-A12X-01,0.069096,0.7679600000000001,-0.25099,0.13205999999999998,-0.9980700000000001,0.027599000000000002,0.34597,-0.50373,0.16059,-0.14014000000000001,0.11735999999999999,0.053636,1.1922
TCGA-C8-A12Y-01,-0.10608,-0.0089413,0.53166,0.013696999999999999,0.35928000000000004,-0.0023266,-0.43716000000000005,-0.8505,0.12261,-0.16255,-0.15481,0.066762,0.043769999999999996
TCGA-C8-A12Z-01,-0.028227999999999996,-0.025454,0.49827,0.043894999999999997,-0.75641,0.6381399999999999,-0.8473200000000001,-0.7755,0.043031,0.094621,-0.011067,4.2225,1.3624
TCGA-C8-A130-01,-0.057162,0.41498999999999997,0.25926,0.37459000000000003,-0.12879000000000002,-0.20372,-0.8524299999999999,-0.21650999999999998,0.1984,0.11174,0.010589,-0.38242,-0.51031
TCGA-C8-A131-01,-0.022672,-0.68501,0.20387,0.24924000000000002,0.55976,0.32942,-1.7938,-0.75815,0.068237,0.39385,-0.5293399999999999,-1.3211,-0.44225
TCGA-C8-A132-01,-0.01622,-0.12402,0.36048,0.074827,0.66593,-0.036983999999999996,-0.21745,-0.70697,0.064803,-3.2200000000000003e-05,0.023669,3.5133,0.72002
TCGA-C8-A133-01,0.168,0.37019,0.10945999999999999,0.12230999999999999,0.045756,0.23894,-0.42127,-0.77241,0.23905,0.068887,0.16724,0.41972,1.1284
TCGA-C8-A134-01,0.0030445999999999997,-0.18638,0.032091,0.10654000000000001,0.68465,0.34415999999999997,-0.18766,-0.042484,0.099985,0.17209000000000002,0.17862,-0.42583000000000004,-0.063978
TCGA-C8-A135-01,0.13259,0.19222,0.4175,0.1194,0.08623,-0.27296,-0.60611,-0.9682700000000001,0.23408,0.36079,0.029189,1.4436,0.19077
TCGA-C8-A137-01,0.023156,-0.21195,0.4081,0.09957,0.5043,0.16894,-0.9428,-0.22207,0.21433000000000002,0.24095999999999998,-0.039879000000000005,3.7291,-0.073502
TCGA-C8-A138-01,-0.15466,0.54181,0.66655,0.046321,-0.30484,-0.032751,0.028023000000000003,-0.8540200000000001,0.025532,-0.19639,0.0841,0.70702,0.066372
TCGA-C8-A1HE-01,-0.18545999999999999,0.11877,0.99259,0.14769000000000002,-0.30419,-0.61342,-0.09475599999999999,-1.0784,-0.12372000000000001,-0.1162,0.28589000000000003,0.24374,-0.0179
TCGA-C8-A1HF-01,-0.25096999999999997,0.063199,0.7350800000000001,-0.30428,1.1295,0.51657,-0.51802,-0.42178999999999994,-0.16652,0.057096,0.063485,3.1296,0.069024
TCGA-C8-A1HG-01,-0.087393,0.29057,0.20868,-0.19232,0.18167,0.43409,-0.23676,-1.0488,0.57485,0.58599,-0.0424,-0.12874000000000002,-0.21775
TCGA-C8-A1HI-01,-0.025113,0.051151,0.25632,-0.12319000000000001,-0.045919,-0.21773,-0.088129,-0.768,0.21170999999999998,-0.10822000000000001,-0.068063,2.1571,0.46558
TCGA-C8-A1HJ-01,-0.1086,0.64996,-0.20981,0.43001999999999996,1.4145,-0.50269,0.78755,0.026683999999999996,-0.036610000000000004,0.12109,-0.079924,-0.4714,0.37451999999999996
TCGA-C8-A1HK-01,-0.1468,0.66291,-0.48058,0.18632,0.58027,-0.44669,-0.29533000000000004,-1.4257,0.27268000000000003,0.059236000000000004,-0.11882000000000001,3.2313,0.42348
TCGA-C8-A1HL-01,0.14573,0.15001,0.83678,0.1274,-0.97303,-0.39876999999999996,0.041431,-0.6210600000000001,-0.024873,0.29481999999999997,-0.22555,1.8581,0.53418
TCGA-C8-A1HM-01,0.090543,0.5971,-0.5723600000000001,-0.0018315000000000002,1.2317,0.77588,-0.38336,-0.41329,0.25531,-0.08542000000000001,0.022468000000000002,0.43763,0.4258
TCGA-C8-A1HN-01,0.0027619,0.96396,0.19925,-0.22109,0.11041,-0.47812,0.6078899999999999,-0.7849,0.39836,-0.038741000000000005,-0.5989300000000001,2.1069,0.5885100000000001
TCGA-C8-A1HO-01,0.1128,0.6955899999999999,0.41484,-0.041693,-0.38677,-0.038965,0.00079889,-0.54468,0.19498,0.2912,-0.058870000000000006,-0.5371,0.28553
TCGA-C8-A26V-01,-0.15937,0.34291,0.94371,-0.040479,0.7438100000000001,0.026531,0.17427,-0.61938,0.15752,-0.13069,-0.03333,-0.10877,0.013053
TCGA-C8-A26W-01,0.063087,-0.12425,-0.30763,-0.1282,-0.6015699999999999,0.6127600000000001,-0.44678999999999996,-0.8331299999999999,0.6059399999999999,1.1709,-0.24795999999999999,0.14302,-0.090173
TCGA-C8-A26X-01,-0.1168,-0.56928,-0.17928,-0.23318000000000003,-0.52336,0.1509,-0.80147,-0.71927,0.19234,0.20585,0.11143,0.33547,-0.4327
TCGA-C8-A26Y-01,-0.14454,-0.069252,-0.52776,-0.43201999999999996,0.10998,0.80488,-0.40088,-0.13538,0.084954,0.16387000000000002,0.049221,-0.30303,0.28779
TCGA-C8-A26Z-01,-0.08146,1.9561,0.12872999999999998,-0.077101,0.033106000000000003,0.06348999999999999,1.0801,-0.80195,0.30186,0.28013000000000005,-0.19908,0.29464,0.27179000000000003
TCGA-C8-A273-01,-0.14369,0.82388,1.551,-0.052771000000000005,-0.12730999999999998,0.051743,0.42036,-0.6748,0.13221,-0.16360999999999998,0.069564,-0.26599,0.24241999999999997
